,Server,Latency,Jitter,Download,Upload,Packet Loss
Tue Jun 22 22:42:01,ACT Fibernet - Chennai,46.12,8.88,1.34,2.04,0.0
Tue Jun 22 22:44:01,Airtel Broadband - Chennai,42.10,19.87,2.47,2.00,
Tue Jun 22 22:46:01,Jio - Chennai,43.08,17.93,1.13,2.47,
Tue Jun 22 22:48:02,Airgenie - Chennai,78.39,1.08,5.59,2.57,
Tue Jun 22 22:50:01,Sri Vari Network Private Limited - Chennai,111.66,130.66,3.92,2.08,
Tue Jun 22 22:52:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,43.64,19.85,2.29,2.76,
Tue Jun 22 22:54:01,Airtel Broadband - Chennai,42.35,22.32,5.04,2.54,
Tue Jun 22 22:56:01,TataSky Broadband Private Limited - Chennai,41.87,27.97,1.34,2.19,0.0
Tue Jun 22 22:58:01,Jio - Chennai,42.47,18.96,1.01,2.09,
Tue Jun 22 23:00:01,Airtel Broadband - Chennai,50.21,16.63,1.58,2.37,
Tue Jun 22 23:02:01,Sri Vari Network Private Limited - Chennai,54.95,12.72,1.26,0.95,
Tue Jun 22 23:04:01,ACT Fibernet - Chennai,41.81,31.68,1.69,2.38,0.0
Tue Jun 22 23:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.52,13.09,1.01,2.16,
Tue Jun 22 23:08:01,Airconnect Fibernet - Chennai,40.36,31.46,1.05,3.22,0.3
Tue Jun 22 23:10:01,ACT Fibernet - Chennai,41.30,10.74,1.46,2.60,0.0
Tue Jun 22 23:12:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.12,18.70,0.96,2.39,
Tue Jun 22 23:14:01,Jio - Chennai,42.03,30.82,1.28,1.05,
Tue Jun 22 23:16:01,Sri Vari Network Private Limited - Chennai,45.16,18.35,0.94,1.44,
Tue Jun 22 23:18:01,Shyam Spectra - Chennai,74.29,3.32,1.02,1.97,0.0
Tue Jun 22 23:20:01,Shyam Spectra - Chennai,55.98,7.52,2.41,3.09,0.0
Tue Jun 22 23:22:01,Jio - Chennai,78.67,0.89,4.84,2.22,
Tue Jun 22 23:24:01,ACT Fibernet - Chennai,42.88,21.69,2.55,2.47,0.0
Tue Jun 22 23:26:01,Airtel Broadband - Chennai,41.74,16.05,6.64,2.51,
Tue Jun 22 23:28:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.80,30.06,2.94,2.91,
Tue Jun 22 23:30:01,Airtel Broadband - Chennai,47.68,16.67,3.51,3.06,
Tue Jun 22 23:32:01,Arjuntelecom - Chennai,44.64,18.58,4.02,3.56,0.0
Tue Jun 22 23:34:02,Sri Vari Network Private Limited - Chennai,42.89,31.96,5.74,3.57,
Tue Jun 22 23:36:01,Jio - Chennai,43.82,24.89,5.51,3.50,
Tue Jun 22 23:38:01,Airconnect Fibernet - Chennai,42.06,22.66,7.32,3.48,0.0
Tue Jun 22 23:40:01,ACT Fibernet - Chennai,41.67,23.61,3.63,3.92,0.0
Tue Jun 22 23:42:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,44.27,24.01,2.10,3.38,
Tue Jun 22 23:44:01,Jio - Chennai,52.51,12.39,5.55,3.56,
Tue Jun 22 23:46:01,Airtel Broadband - Chennai,44.03,20.73,1.37,3.04,
Tue Jun 22 23:48:01,Airgenie - Chennai,41.42,19.09,3.63,3.84,
Tue Jun 22 23:50:01,Airconnect Fibernet - Chennai,40.00,21.67,1.52,3.45,0.0
Tue Jun 22 23:52:01,TataSky Broadband Private Limited - Chennai,38.91,18.02,3.80,3.38,0.0
Tue Jun 22 23:54:01,TataSky Broadband Private Limited - Chennai,41.59,19.75,4.17,3.50,0.0
Tue Jun 22 23:56:01,Shyam Spectra - Chennai,43.53,27.05,2.45,3.51,0.0
Tue Jun 22 23:58:01,TataSky Broadband Private Limited - Chennai,40.12,26.77,7.14,3.91,0.0
Wed Jun 23 00:00:01,Sri Vari Network Private Limited - Chennai,43.18,12.34,3.19,3.68,
Wed Jun 23 00:02:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.73,35.56,3.70,4.25,
Wed Jun 23 00:04:01,Airconnect Fibernet - Chennai,40.73,29.07,2.93,4.20,0.0
Wed Jun 23 00:06:01,ACT Fibernet - Chennai,40.76,29.18,2.99,3.23,0.0
Wed Jun 23 00:08:01,Airgenie - Chennai,40.45,19.03,2.29,4.01,
Wed Jun 23 00:10:01,Jio - Chennai,41.48,20.36,2.78,4.40,
Wed Jun 23 00:12:01,Airgenie - Chennai,39.72,24.34,2.32,3.97,
Wed Jun 23 00:14:01,Airconnect Fibernet - Chennai,39.86,19.49,2.18,3.97,0.0
Wed Jun 23 00:16:01,Airtel Broadband - Chennai,40.62,29.95,2.55,3.34,
Wed Jun 23 00:18:01,Airconnect Fibernet - Chennai,40.43,18.86,4.50,4.11,0.0
Wed Jun 23 00:20:01,Shyam Spectra - Chennai,40.19,24.94,7.77,3.79,0.0
Wed Jun 23 00:22:01,ACT Fibernet - Chennai,41.62,27.64,10.98,3.83,0.0
Wed Jun 23 00:24:01,Airgenie - Chennai,40.64,28.10,8.56,4.33,
Wed Jun 23 00:26:01,Airgenie - Chennai,41.20,19.50,7.74,4.65,
Wed Jun 23 00:28:01,ACT Fibernet - Chennai,42.26,27.19,8.26,3.90,0.0
Wed Jun 23 00:30:01,Airgenie - Chennai,39.27,30.58,7.01,4.56,
Wed Jun 23 00:32:01,Shyam Spectra - Chennai,40.91,7.67,10.36,4.02,0.0
Wed Jun 23 00:34:01,Airgenie - Chennai,54.83,12.10,5.99,4.07,
Wed Jun 23 00:36:01,TataSky Broadband Private Limited - Chennai,40.83,27.21,8.62,4.61,0.0
Wed Jun 23 00:38:01,Jio - Chennai,42.93,23.03,12.83,4.84,
Wed Jun 23 00:40:01,Airgenie - Chennai,41.69,21.62,7.73,4.40,
Wed Jun 23 00:42:01,Jio - Chennai,40.59,29.82,7.10,4.21,
Wed Jun 23 00:44:01,TataSky Broadband Private Limited - Chennai,41.15,23.74,9.99,4.25,0.0
Wed Jun 23 00:46:01,Airgenie - Chennai,155.59,5.84,2.96,4.50,
Wed Jun 23 00:48:01,Airtel Broadband - Chennai,40.00,29.94,13.77,4.28,
Wed Jun 23 00:50:01,ACT Fibernet - Chennai,40.97,28.08,10.42,3.82,0.0
Wed Jun 23 00:52:01,Airtel Broadband - Chennai,39.65,28.83,10.50,4.73,
Wed Jun 23 00:54:01,Airtel Broadband - Chennai,37.90,20.87,12.18,4.74,
Wed Jun 23 00:56:01,Airgenie - Chennai,40.85,20.14,8.03,4.39,
Wed Jun 23 00:58:01,Airtel Broadband - Chennai,39.66,29.81,11.74,4.59,
Wed Jun 23 01:00:01,Sri Vari Network Private Limited - Chennai,38.84,28.35,12.22,4.28,
Wed Jun 23 01:02:01,Airconnect Fibernet - Chennai,41.82,11.41,3.46,4.18,0.0
Wed Jun 23 01:04:01,Airtel Broadband - Chennai,39.37,18.61,11.80,4.34,
Wed Jun 23 01:06:01,Sri Vari Network Private Limited - Chennai,40.79,16.28,12.32,4.62,
Wed Jun 23 01:08:01,Jio - Chennai,44.52,25.57,8.35,4.43,
Wed Jun 23 01:10:01,TataSky Broadband Private Limited - Chennai,37.85,26.52,12.39,4.57,0.0
Wed Jun 23 01:12:01,ACT Fibernet - Chennai,42.68,21.02,9.85,4.78,0.0
Wed Jun 23 01:14:01,Shyam Spectra - Chennai,42.03,27.55,14.46,4.81,2.9
Wed Jun 23 01:16:01,Airtel Broadband - Chennai,45.84,21.58,15.28,4.95,
Wed Jun 23 01:18:01,Airtel Broadband - Chennai,40.48,29.49,16.36,4.94,
Wed Jun 23 01:20:01,Airgenie - Chennai,40.51,36.88,8.28,4.86,
Wed Jun 23 01:22:01,Airtel Broadband - Chennai,56.67,14.68,14.72,4.95,
Wed Jun 23 01:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.13,10.84,16.12,5.23,
Wed Jun 23 01:26:01,ACT Fibernet - Chennai,38.35,15.89,14.80,4.93,0.0
Wed Jun 23 01:28:01,Jio - Chennai,41.30,15.47,12.34,4.65,
Wed Jun 23 01:30:01,Sri Vari Network Private Limited - Chennai,39.22,19.74,11.08,4.77,
Wed Jun 23 01:32:01,Airgenie - Chennai,41.86,14.01,9.38,4.48,
Wed Jun 23 01:34:01,Arjuntelecom - Chennai,39.78,17.33,10.95,4.72,0.0
Wed Jun 23 01:36:01,Airgenie - Chennai,41.18,19.74,10.87,5.19,
Wed Jun 23 01:38:01,Airconnect Fibernet - Chennai,40.54,24.64,11.31,4.62,0.0
Wed Jun 23 01:40:01,TataSky Broadband Private Limited - Chennai,50.00,4.76,14.23,4.94,0.0
Wed Jun 23 01:42:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.31,19.81,9.81,4.51,
Wed Jun 23 01:44:01,Airtel Broadband - Chennai,40.78,24.46,16.98,4.90,
Wed Jun 23 01:46:01,Airconnect Fibernet - Chennai,38.60,20.60,15.70,4.80,0.9
Wed Jun 23 01:48:01,Airgenie - Chennai,57.09,3.42,11.77,5.04,
Wed Jun 23 01:50:01,Airgenie - Chennai,37.87,20.93,10.23,5.21,
Wed Jun 23 01:52:01,Jio - Chennai,41.17,17.82,11.95,4.91,
Wed Jun 23 01:54:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.48,21.48,11.12,4.72,
Wed Jun 23 01:56:01,ACT Fibernet - Chennai,39.87,7.69,13.52,4.80,0.0
Wed Jun 23 01:58:01,Arjuntelecom - Chennai,39.45,37.29,7.02,4.83,0.0
Wed Jun 23 02:00:01,Airgenie - Chennai,39.80,15.52,9.43,5.15,
Wed Jun 23 02:02:01,Jio - Chennai,41.05,27.91,15.24,4.87,
Wed Jun 23 02:04:01,Airconnect Fibernet - Chennai,44.32,16.78,15.51,4.94,0.0
Wed Jun 23 02:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.80,30.17,12.77,4.89,
Wed Jun 23 02:08:01,TataSky Broadband Private Limited - Chennai,38.90,0.46,14.05,5.15,0.0
Wed Jun 23 02:10:01,ACT Fibernet - Chennai,159.77,0.81,19.00,5.34,1.7
Wed Jun 23 02:12:01,Sri Vari Network Private Limited - Chennai,39.89,29.76,15.79,5.25,
Wed Jun 23 02:14:01,Airtel Broadband - Chennai,38.91,30.73,17.30,5.27,
Wed Jun 23 02:16:01,Airconnect Fibernet - Chennai,54.21,9.77,13.22,4.94,0.0
Wed Jun 23 02:18:01,Airgenie - Chennai,39.84,20.06,11.33,5.14,
Wed Jun 23 02:20:01,Airtel Broadband - Chennai,39.95,20.34,17.95,4.62,
Wed Jun 23 02:22:01,Shyam Spectra - Chennai,39.80,4.84,13.50,5.00,0.0
Wed Jun 23 02:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.14,19.80,18.46,5.13,
Wed Jun 23 02:26:01,ACT Fibernet - Chennai,158.97,1.02,12.84,5.01,12.4
Wed Jun 23 02:28:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.03,29.01,14.01,4.80,
Wed Jun 23 02:30:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.16,23.46,15.28,4.82,
Wed Jun 23 02:32:01,TataSky Broadband Private Limited - Chennai,38.44,30.93,15.36,5.10,0.0
Wed Jun 23 02:34:01,Shyam Spectra - Chennai,54.37,5.92,12.52,4.92,0.0
Wed Jun 23 02:36:01,Airgenie - Chennai,56.35,6.33,11.04,5.01,
Wed Jun 23 02:38:01,ACT Fibernet - Chennai,56.16,7.17,14.24,4.88,0.0
Wed Jun 23 02:40:01,Airgenie - Chennai,39.64,15.24,10.49,5.02,
Wed Jun 23 02:42:01,Sri Vari Network Private Limited - Chennai,158.44,1.92,16.16,5.06,
Wed Jun 23 02:44:01,Jio - Chennai,41.95,29.00,8.68,4.89,
Wed Jun 23 02:46:01,Airtel Broadband - Chennai,54.38,7.83,19.61,4.89,
Wed Jun 23 02:48:01,Airtel Broadband - Chennai,39.85,14.58,18.55,5.03,
Wed Jun 23 02:50:01,Jio - Chennai,41.73,27.86,16.36,5.14,
Wed Jun 23 02:52:01,TataSky Broadband Private Limited - Chennai,57.85,12.10,13.15,4.78,0.0
Wed Jun 23 02:54:01,TataSky Broadband Private Limited - Chennai,41.31,32.11,20.08,5.30,0.0
Wed Jun 23 02:56:01,Airtel Broadband - Chennai,38.06,9.05,16.34,5.14,
Wed Jun 23 02:58:01,Sri Vari Network Private Limited - Chennai,39.19,31.01,21.86,5.32,
Wed Jun 23 03:00:01,Sri Vari Network Private Limited - Chennai,40.25,22.47,23.82,5.12,
Wed Jun 23 03:02:01,Jio - Chennai,37.67,30.40,21.69,4.70,
Wed Jun 23 03:04:01,Airgenie - Chennai,39.41,29.35,10.52,4.69,
Wed Jun 23 03:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,43.43,19.49,20.82,5.20,
Wed Jun 23 03:08:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.74,27.57,20.23,5.14,
Wed Jun 23 03:10:01,ACT Fibernet - Chennai,38.22,20.01,21.80,4.99,0.0
Wed Jun 23 03:12:01,Airgenie - Chennai,40.24,22.19,10.18,5.20,
Wed Jun 23 03:14:01,Airgenie - Chennai,41.25,19.47,12.09,4.83,
Wed Jun 23 03:16:01,Airtel Broadband - Chennai,39.80,9.98,16.73,5.34,
Wed Jun 23 03:18:01,Airtel Broadband - Chennai,50.97,11.19,22.14,5.25,
Wed Jun 23 03:20:01,TataSky Broadband Private Limited - Chennai,41.15,28.50,22.76,4.85,0.0
Wed Jun 23 03:22:01,Airtel Broadband - Chennai,37.97,31.11,22.46,5.25,
Wed Jun 23 03:24:01,ACT Fibernet - Chennai,53.68,12.04,22.28,5.12,1.2
Wed Jun 23 03:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.69,11.42,21.93,5.07,
Wed Jun 23 03:28:01,ACT Fibernet - Chennai,39.11,24.22,21.95,5.44,0.0
Wed Jun 23 03:30:01,Airconnect Fibernet - Chennai,40.01,15.48,19.67,5.20,0.0
Wed Jun 23 03:32:01,Sri Vari Network Private Limited - Chennai,39.25,20.30,19.89,5.40,
Wed Jun 23 03:34:01,TataSky Broadband Private Limited - Chennai,39.36,10.23,16.89,5.15,0.4
Wed Jun 23 03:36:01,Shyam Spectra - Chennai,41.73,19.35,15.67,4.83,0.0
Wed Jun 23 03:38:01,Sri Vari Network Private Limited - Chennai,40.34,15.85,18.44,5.25,
Wed Jun 23 03:40:01,Jio - Chennai,39.73,20.42,20.92,4.81,
Wed Jun 23 03:42:01,Jio - Chennai,43.34,18.08,20.90,4.34,
Wed Jun 23 03:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.82,10.57,22.17,5.08,
Wed Jun 23 03:46:01,Airgenie - Chennai,38.98,20.70,12.02,5.18,
Wed Jun 23 03:48:01,Airconnect Fibernet - Chennai,59.77,8.81,24.06,,
Wed Jun 23 03:50:01,Sri Vari Network Private Limited - Chennai,40.13,28.50,,,
Wed Jun 23 03:52:01,,,,,,
Wed Jun 23 03:54:01,,,,,,
Wed Jun 23 03:56:01,,,,,,
Wed Jun 23 03:58:01,,,,,,
Wed Jun 23 04:00:01,,,,,,
Wed Jun 23 04:02:01,,,,,,
Wed Jun 23 04:04:01,,,,,,
Wed Jun 23 04:06:01,,,,,,
Wed Jun 23 04:08:01,,,,,,
Wed Jun 23 04:10:01,,,,,,
Wed Jun 23 04:12:01,,,,,,
Wed Jun 23 04:14:01,,,,,,
Wed Jun 23 04:16:01,,,,,,
Wed Jun 23 04:18:01,,,,,,
Wed Jun 23 04:20:01,,,,,,
Wed Jun 23 04:22:01,,,,,,
Wed Jun 23 04:24:01,,,,,,
Wed Jun 23 04:26:01,,,,,,
Wed Jun 23 04:28:01,,,,,,
Wed Jun 23 04:30:01,,,,,,
Wed Jun 23 04:32:01,,,,,,
Wed Jun 23 04:34:01,,,,,,
Wed Jun 23 04:36:01,,,,,,
Wed Jun 23 04:38:01,,,,,,
Wed Jun 23 04:40:01,,,,,,
Wed Jun 23 04:42:01,,,,,,
Wed Jun 23 04:44:01,,,,,,
Wed Jun 23 04:46:01,,,,,,
Wed Jun 23 04:48:01,,,,,,
Wed Jun 23 04:50:01,,,,,,
Wed Jun 23 04:52:01,,,,,,
Wed Jun 23 04:54:01,,,,,,
Wed Jun 23 04:56:01,,,,,,
Wed Jun 23 04:58:01,,,,,,
Wed Jun 23 05:00:01,,,,,,
Wed Jun 23 05:02:01,,,,,,
Wed Jun 23 05:04:01,,,,,,
Wed Jun 23 05:06:01,,,,,,
Wed Jun 23 05:08:01,,,,,,
Wed Jun 23 05:10:01,,,,,,
Wed Jun 23 05:12:01,,,,,,
Wed Jun 23 05:14:01,,,,,,
Wed Jun 23 05:16:01,,,,,,
Wed Jun 23 05:18:01,,,,,,
Wed Jun 23 05:20:01,,,,,,
Wed Jun 23 05:22:01,,,,,,
Wed Jun 23 05:24:01,,,,,,
Wed Jun 23 05:26:01,,,,,,
Wed Jun 23 05:28:01,,,,,,
Wed Jun 23 05:30:01,,,,,,
Wed Jun 23 05:32:01,,,,,,
Wed Jun 23 05:34:01,,,,,,
Wed Jun 23 05:36:01,,,,,,
Wed Jun 23 05:38:01,,,,,,
Wed Jun 23 05:40:01,,,,,,
Wed Jun 23 05:42:01,,,,,,
Wed Jun 23 05:44:01,,,,,,
Wed Jun 23 05:46:01,,,,,,
Wed Jun 23 05:48:01,,,,,,
Wed Jun 23 05:50:01,,,,,,
Wed Jun 23 05:52:01,,,,,,
Wed Jun 23 05:54:01,,,,,,
Wed Jun 23 05:56:01,,,,,,
Wed Jun 23 05:58:01,,,,,,
Wed Jun 23 06:00:01,,,,,,
Wed Jun 23 06:02:01,,,,,,
Wed Jun 23 06:04:01,,,,,,
Wed Jun 23 06:06:01,,,,,,
Wed Jun 23 06:08:01,,,,,,
Wed Jun 23 06:10:01,,,,,,
Wed Jun 23 06:12:01,,,,,,
Wed Jun 23 06:14:01,,,,,,
Wed Jun 23 06:16:01,,,,,,
Wed Jun 23 06:18:01,,,,,,
Wed Jun 23 06:20:01,,,,,,
Wed Jun 23 06:22:01,,,,,,
Wed Jun 23 06:24:01,,,,,,
Wed Jun 23 06:26:01,,,,,,
Wed Jun 23 06:28:01,,,,,,
Wed Jun 23 06:30:01,,,,,,
Wed Jun 23 06:32:01,,,,,,
Wed Jun 23 06:34:01,,,,,,
Wed Jun 23 06:36:01,,,,,,
Wed Jun 23 06:38:01,,,,,,
Wed Jun 23 06:40:01,,,,,,
Wed Jun 23 06:42:01,,,,,,
Wed Jun 23 06:44:01,,,,,,
Wed Jun 23 06:46:01,,,,,,
Wed Jun 23 06:48:01,,,,,,
Wed Jun 23 06:50:01,,,,,,
Wed Jun 23 06:52:01,,,,,,
Wed Jun 23 06:54:01,,,,,,
Wed Jun 23 06:56:01,,,,,,
Wed Jun 23 06:58:01,,,,,,
Wed Jun 23 07:00:01,,,,,,
Wed Jun 23 07:02:01,,,,,,
Wed Jun 23 07:04:01,,,,,,
Wed Jun 23 07:06:01,,,,,,
Wed Jun 23 07:08:02,,,,,,
Wed Jun 23 07:10:01,,,,,,
Wed Jun 23 07:12:01,,,,,,
Wed Jun 23 07:14:01,,,,,,
Wed Jun 23 07:16:01,,,,,,
Wed Jun 23 07:18:01,,,,,,
Wed Jun 23 07:20:01,,,,,,
Wed Jun 23 07:22:01,,,,,,
Wed Jun 23 07:24:01,,,,,,
Wed Jun 23 07:26:01,,,,,,
Wed Jun 23 07:28:01,,,,,,
Wed Jun 23 07:30:01,,,,,,
Wed Jun 23 07:32:01,,,,,,
Wed Jun 23 07:34:01,,,,,,
Wed Jun 23 07:36:01,,,,,,
Wed Jun 23 07:38:01,,,,,,
Wed Jun 23 07:40:01,,,,,,
Wed Jun 23 07:42:01,,,,,,
Wed Jun 23 07:44:01,,,,,,
Wed Jun 23 07:46:01,,,,,,
Wed Jun 23 07:48:01,,,,,,
Wed Jun 23 07:50:01,,,,,,
Wed Jun 23 07:52:01,,,,,,
Wed Jun 23 07:54:01,,,,,,
Wed Jun 23 07:56:02,,,,,,
Wed Jun 23 07:58:01,,,,,,
Wed Jun 23 08:00:01,,,,,,
Wed Jun 23 08:02:01,,,,,,
Wed Jun 23 08:04:01,,,,,,
Wed Jun 23 08:06:01,,,,,,
Wed Jun 23 08:08:01,,,,,,
Wed Jun 23 08:10:01,,,,,,
Wed Jun 23 08:12:01,,,,,,
Wed Jun 23 08:14:01,,,,,,
Wed Jun 23 08:16:01,,,,,,
Wed Jun 23 08:18:01,,,,,,
Wed Jun 23 08:20:01,,,,,,
Wed Jun 23 08:22:01,,,,,,
Wed Jun 23 08:24:01,,,,,,
Wed Jun 23 08:26:01,,,,,,
Wed Jun 23 08:28:01,,,,,,
Wed Jun 23 08:30:01,,,,,,
Wed Jun 23 08:32:01,,,,,,
Wed Jun 23 08:34:01,,,,,,
Wed Jun 23 08:36:01,,,,,,
Wed Jun 23 08:38:01,,,,,,
Wed Jun 23 08:40:01,,,,,,
Wed Jun 23 08:42:01,,,,,,
Wed Jun 23 08:44:02,,,,,,
Wed Jun 23 08:46:01,,,,,,
Wed Jun 23 08:48:01,,,,,,
Wed Jun 23 08:50:01,,,,,,
Wed Jun 23 08:52:01,,,,,,
Wed Jun 23 08:54:01,Jio - Chennai,73.34,27.56,4.36,1.55,
Wed Jun 23 08:56:01,,,,,,
Wed Jun 23 08:58:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,61.62,84.78,1.83,1.79,
Wed Jun 23 09:00:01,Airconnect Fibernet - Chennai,49.55,23.60,3.60,1.95,0.3
Wed Jun 23 09:02:01,TataSky Broadband Private Limited - Chennai,78.77,168.70,7.46,1.71,0.0
Wed Jun 23 09:04:01,Airconnect Fibernet - Chennai,117.26,41.19,2.86,1.47,0.0
Wed Jun 23 09:06:01,TataSky Broadband Private Limited - Chennai,147.20,83.39,1.86,1.82,0.0
Wed Jun 23 09:08:01,TataSky Broadband Private Limited - Chennai,63.15,74.30,4.44,1.36,0.0
Wed Jun 23 09:10:01,ACT Fibernet - Chennai,46.54,14.57,6.44,2.15,0.0
Wed Jun 23 09:12:01,TataSky Broadband Private Limited - Chennai,56.10,12.76,13.13,2.31,1.0
Wed Jun 23 09:14:01,Airconnect Fibernet - Chennai,40.00,22.84,8.11,2.14,0.0
Wed Jun 23 09:16:01,Airgenie - Chennai,54.71,3.84,9.60,2.34,
Wed Jun 23 09:18:01,Shyam Spectra - Chennai,73.65,6.73,4.53,1.80,0.0
Wed Jun 23 09:20:01,Airtel Broadband - Chennai,57.76,2.92,7.69,2.83,
Wed Jun 23 09:22:01,Airgenie - Chennai,40.64,9.09,5.01,2.45,
Wed Jun 23 09:24:01,ACT Fibernet - Chennai,38.28,20.38,8.14,3.19,0.0
Wed Jun 23 09:26:01,Arjuntelecom - Chennai,54.35,12.94,8.67,3.19,7.8
Wed Jun 23 09:28:01,Airtel Broadband - Chennai,38.71,19.92,9.72,2.90,
Wed Jun 23 09:30:01,Airconnect Fibernet - Chennai,47.12,12.83,8.66,2.79,0.0
Wed Jun 23 09:32:01,Sri Vari Network Private Limited - Chennai,41.62,29.67,3.91,2.70,
Wed Jun 23 09:34:01,Airtel Broadband - Chennai,58.27,11.41,6.28,2.67,
Wed Jun 23 09:36:01,Sri Vari Network Private Limited - Chennai,40.09,28.21,7.05,1.55,
Wed Jun 23 09:38:01,Sri Vari Network Private Limited - Chennai,56.27,8.74,1.46,2.32,
Wed Jun 23 09:40:01,Airtel Broadband - Chennai,41.46,22.69,4.06,2.07,
Wed Jun 23 09:42:01,Arjuntelecom - Chennai,39.99,20.59,2.69,2.09,0.0
Wed Jun 23 09:44:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,65.04,17.75,4.51,1.87,
Wed Jun 23 09:46:01,Airgenie - Chennai,55.89,20.13,1.54,1.97,
Wed Jun 23 09:48:01,Airconnect Fibernet - Chennai,48.19,15.90,1.45,1.81,0.0
Wed Jun 23 09:50:01,Jio - Chennai,39.69,25.14,6.18,1.97,
Wed Jun 23 09:52:01,Airtel Broadband - Chennai,45.30,15.44,6.90,1.93,
Wed Jun 23 09:54:01,Airconnect Fibernet - Chennai,41.45,20.40,9.84,2.64,0.0
Wed Jun 23 09:56:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.80,16.94,7.64,2.90,
Wed Jun 23 09:58:01,Sri Vari Network Private Limited - Chennai,40.56,28.31,3.44,2.50,
Wed Jun 23 10:00:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.91,15.68,10.44,3.28,
Wed Jun 23 10:02:01,Shyam Spectra - Chennai,39.99,20.24,9.34,2.43,0.0
Wed Jun 23 10:04:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,62.35,24.10,3.76,0.16,
Wed Jun 23 10:06:01,Vi India - Chennai,119.02,14.79,8.23,2.01,0.0
Wed Jun 23 10:08:01,Shyam Spectra - Chennai,40.60,25.04,10.53,0.12,0.0
Wed Jun 23 10:10:01,Shyam Spectra - Chennai,63.10,9.54,10.93,2.48,0.0
Wed Jun 23 10:12:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,39.97,20.53,4.27,2.03,
Wed Jun 23 10:14:01,TataSky Broadband Private Limited - Chennai,42.68,11.61,5.55,1.85,0.0
Wed Jun 23 10:16:01,TataSky Broadband Private Limited - Chennai,41.27,19.58,6.09,2.29,0.0
Wed Jun 23 10:18:01,Airtel Broadband - Chennai,41.35,25.06,5.98,0.87,
Wed Jun 23 10:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,43.86,6.90,4.23,2.16,
Wed Jun 23 10:22:01,Airgenie - Chennai,56.93,181.78,7.00,2.05,
Wed Jun 23 10:24:01,Sri Vari Network Private Limited - Chennai,178.59,159.96,6.17,2.31,
Wed Jun 23 10:26:01,TataSky Broadband Private Limited - Chennai,39.66,22.53,4.03,2.87,0.0
Wed Jun 23 10:28:01,Arjuntelecom - Chennai,46.86,30.96,9.17,2.92,0.0
Wed Jun 23 10:30:01,Airconnect Fibernet - Chennai,38.06,10.61,9.10,2.41,0.4
Wed Jun 23 10:32:01,TataSky Broadband Private Limited - Chennai,40.43,28.60,4.52,2.08,0.0
Wed Jun 23 10:34:01,Shyam Spectra - Chennai,55.04,9.15,4.70,1.96,4.7
Wed Jun 23 10:36:01,Airgenie - Chennai,62.17,23.93,5.63,1.43,
Wed Jun 23 10:38:01,Airgenie - Chennai,44.22,16.17,2.81,1.86,
Wed Jun 23 10:40:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.26,22.28,5.14,1.74,
Wed Jun 23 10:42:01,Airgenie - Chennai,49.08,15.70,6.19,2.50,
Wed Jun 23 10:44:01,Airgenie - Chennai,47.42,38.99,3.39,2.38,
Wed Jun 23 10:46:01,ACT Fibernet - Chennai,56.96,10.36,10.80,1.76,0.0
Wed Jun 23 10:48:01,Airconnect Fibernet - Chennai,41.84,24.39,6.64,2.05,0.0
Wed Jun 23 10:50:01,Airtel Broadband - Chennai,39.72,14.88,3.58,2.56,
Wed Jun 23 10:52:01,Sri Vari Network Private Limited - Chennai,37.90,9.48,2.81,1.41,
Wed Jun 23 10:54:01,Airtel Broadband - Chennai,56.73,10.68,4.73,1.34,
Wed Jun 23 10:56:01,Arjuntelecom - Chennai,63.26,10.58,6.75,0.95,0.3
Wed Jun 23 10:58:01,Airgenie - Chennai,41.03,11.26,1.96,2.23,
Wed Jun 23 11:00:01,Airgenie - Chennai,52.00,5.20,1.69,2.54,
Wed Jun 23 11:02:01,Sri Vari Network Private Limited - Chennai,54.46,11.24,6.82,2.29,
Wed Jun 23 11:04:01,ACT Fibernet - Chennai,38.51,27.14,5.00,1.38,0.0
