,Server,Latency,Jitter,Download,Upload,Packet Loss
Fri Jun 25 17:02:01,ACT Fibernet - Chennai,54.46,12.65,3.97,3.10,0.0
Fri Jun 25 17:04:01,Jio - Chennai,71.31,9.44,6.97,2.05,
Fri Jun 25 17:06:01,Shyam Spectra - Chennai,159.12,0.80,2.74,2.26,0.0
Fri Jun 25 17:08:01,TataSky Broadband Private Limited - Chennai,39.88,20.71,3.00,2.09,0.0
Fri Jun 25 17:10:01,Airtel Broadband - Chennai,39.60,11.51,6.05,2.54,
Fri Jun 25 17:12:01,Shyam Spectra - Chennai,41.43,36.02,3.95,2.35,0.0
Fri Jun 25 17:14:01,Shyam Spectra - Chennai,42.15,23.55,2.94,1.97,0.0
Fri Jun 25 17:16:01,Airtel Broadband - Chennai,40.72,22.75,7.10,2.30,
Fri Jun 25 17:18:01,Airconnect Fibernet - Chennai,41.40,36.88,4.77,2.44,0.3
Fri Jun 25 17:20:01,Airgenie - Chennai,43.43,14.38,3.33,2.80,
Fri Jun 25 17:22:01,Airconnect Fibernet - Chennai,40.08,21.43,7.35,2.76,0.4
Fri Jun 25 17:24:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.75,11.67,5.42,2.37,
Fri Jun 25 17:26:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.25,26.99,6.13,2.54,
Fri Jun 25 17:28:01,Airconnect Fibernet - Chennai,40.35,29.59,5.42,3.20,0.0
Fri Jun 25 17:30:01,Jio - Chennai,41.57,30.13,7.24,3.57,
Fri Jun 25 17:32:01,Jio - Chennai,43.88,19.13,5.57,3.05,
Fri Jun 25 17:34:01,Jio - Chennai,56.47,8.34,7.59,2.73,
Fri Jun 25 17:36:01,Airconnect Fibernet - Chennai,39.51,20.53,8.05,2.98,0.0
Fri Jun 25 17:38:01,Airtel Broadband - Chennai,40.81,20.34,7.77,1.52,
Fri Jun 25 17:40:01,Airconnect Fibernet - Chennai,40.99,21.50,6.74,0.97,0.0
Fri Jun 25 17:42:01,Airtel Broadband - Chennai,45.65,18.21,8.49,3.33,
Fri Jun 25 17:44:01,Shyam Spectra - Chennai,41.11,21.55,6.19,3.04,0.0
Fri Jun 25 17:46:01,Airgenie - Chennai,41.08,22.70,3.50,3.19,
Fri Jun 25 17:48:01,Airtel Broadband - Chennai,40.27,20.28,2.92,3.20,
Fri Jun 25 17:50:01,Airtel Broadband - Chennai,41.08,23.34,2.36,3.19,
Fri Jun 25 17:52:01,Sri Vari Network Private Limited - Chennai,55.95,28.99,6.49,2.85,
Fri Jun 25 17:54:01,ACT Fibernet - Chennai,42.90,19.37,6.19,3.05,0.0
Fri Jun 25 17:56:01,Shyam Spectra - Chennai,77.54,1.79,9.62,0.87,0.0
Fri Jun 25 17:58:01,Shyam Spectra - Chennai,42.31,20.47,9.98,1.49,0.0
Fri Jun 25 18:00:01,TataSky Broadband Private Limited - Chennai,40.21,18.79,6.69,1.44,0.0
Fri Jun 25 18:02:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.33,20.30,3.67,2.11,
Fri Jun 25 18:04:01,Airgenie - Chennai,78.95,1.00,4.52,1.84,
Fri Jun 25 18:06:01,ACT Fibernet - Chennai,51.81,14.56,5.95,2.25,0.0
Fri Jun 25 18:08:01,Airtel Broadband - Chennai,38.68,22.40,4.08,1.29,
Fri Jun 25 18:10:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.51,94.51,5.21,2.28,
Fri Jun 25 18:12:01,TataSky Broadband Private Limited - Chennai,53.78,12.03,4.20,3.02,0.0
Fri Jun 25 18:14:01,Jio - Chennai,72.30,8.18,3.72,2.81,
Fri Jun 25 18:16:01,Airtel Broadband - Chennai,78.10,2.73,3.91,1.53,
Fri Jun 25 18:18:01,Shyam Spectra - Chennai,78.37,1.32,7.33,2.10,0.0
Fri Jun 25 18:20:01,Sri Vari Network Private Limited - Chennai,42.14,19.27,5.50,2.49,
Fri Jun 25 18:22:01,Airconnect Fibernet - Chennai,41.22,19.69,2.54,1.39,0.0
Fri Jun 25 18:24:01,TataSky Broadband Private Limited - Chennai,40.26,11.63,4.49,1.78,0.0
Fri Jun 25 18:26:01,TataSky Broadband Private Limited - Chennai,43.47,9.70,5.68,2.14,0.0
Fri Jun 25 18:28:01,Sri Vari Network Private Limited - Chennai,41.24,20.82,2.79,2.22,
Fri Jun 25 18:30:01,Shyam Spectra - Chennai,41.73,19.42,4.61,2.37,0.0
Fri Jun 25 18:32:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.58,20.77,9.16,1.65,
Fri Jun 25 18:34:01,ACT Fibernet - Chennai,46.65,11.51,7.54,1.72,0.0
Fri Jun 25 18:36:01,Airconnect Fibernet - Chennai,41.09,19.57,1.06,1.96,0.0
Fri Jun 25 18:38:01,Shyam Spectra - Chennai,42.19,21.48,6.07,2.15,0.0
Fri Jun 25 18:40:01,Airconnect Fibernet - Chennai,42.62,20.33,7.48,2.48,0.0
Fri Jun 25 18:42:01,Airtel Broadband - Chennai,39.36,21.49,9.14,1.53,
Fri Jun 25 18:44:01,Airtel Broadband - Chennai,54.41,6.87,10.31,1.89,
Fri Jun 25 18:46:01,Airconnect Fibernet - Chennai,41.38,28.62,5.96,0.44,0.0
Fri Jun 25 18:48:01,Shyam Spectra - Chennai,78.61,0.98,1.39,0.85,0.0
Fri Jun 25 18:50:01,Sri Vari Network Private Limited - Chennai,40.78,20.06,9.73,1.56,
Fri Jun 25 18:52:01,Sri Vari Network Private Limited - Chennai,67.46,14.67,4.38,1.58,
Fri Jun 25 18:54:01,ACT Fibernet - Chennai,79.06,0.86,9.73,1.04,0.0
Fri Jun 25 18:56:01,Jio - Chennai,47.03,18.35,10.71,2.14,
Fri Jun 25 18:58:01,Jio - Chennai,72.75,5.81,4.01,1.66,
Fri Jun 25 19:00:01,Airconnect Fibernet - Chennai,75.47,2.48,7.02,1.57,0.0
Fri Jun 25 19:02:01,ACT Fibernet - Chennai,41.54,19.49,3.43,1.34,0.0
Fri Jun 25 19:04:01,Airgenie - Chennai,159.03,1.05,5.08,1.64,
Fri Jun 25 19:06:01,Sri Vari Network Private Limited - Chennai,69.18,4.38,4.58,1.46,
Fri Jun 25 19:08:01,Sri Vari Network Private Limited - Chennai,77.54,2.41,5.05,1.33,
Fri Jun 25 19:10:01,Shyam Spectra - Chennai,43.37,19.17,6.92,1.55,0.0
Fri Jun 25 19:12:01,Jio - Chennai,85.29,23.83,6.37,1.54,
Fri Jun 25 19:14:01,Sri Vari Network Private Limited - Chennai,55.66,7.89,4.69,1.84,
Fri Jun 25 19:16:01,ACT Fibernet - Chennai,77.58,1.68,6.80,0.59,0.0
Fri Jun 25 19:18:01,Jio - Chennai,79.55,10.61,6.56,0.37,
Fri Jun 25 19:20:01,Sri Vari Network Private Limited - Chennai,57.92,12.74,5.27,0.33,
Fri Jun 25 19:22:01,ACT Fibernet - Chennai,79.16,1.90,2.22,0.68,0.0
Fri Jun 25 19:24:01,TataSky Broadband Private Limited - Chennai,57.54,65.27,5.54,0.50,1.3
Fri Jun 25 19:26:01,Airtel Broadband - Chennai,62.01,6.44,6.26,0.38,
Fri Jun 25 19:28:01,Shyam Spectra - Chennai,78.51,2.19,6.91,0.43,0.0
Fri Jun 25 19:30:01,Airgenie - Chennai,41.44,19.37,4.32,0.63,
Fri Jun 25 19:32:01,Airtel Broadband - Chennai,79.05,1.28,4.67,0.61,
Fri Jun 25 19:34:01,Airgenie - Chennai,78.02,18.31,4.89,0.58,
Fri Jun 25 19:36:01,Shyam Spectra - Chennai,76.36,1.59,3.06,0.67,0.0
Fri Jun 25 19:38:01,Shyam Spectra - Chennai,46.82,20.76,2.28,0.59,0.0
Fri Jun 25 19:40:01,Airgenie - Chennai,76.88,6.97,2.28,0.53,
Fri Jun 25 19:42:01,TataSky Broadband Private Limited - Chennai,41.90,10.57,4.57,1.51,0.0
Fri Jun 25 19:44:01,Airconnect Fibernet - Chennai,43.36,19.47,5.00,,
Fri Jun 25 19:46:02,Sri Vari Network Private Limited - Chennai,76.97,1.89,2.29,1.27,
Fri Jun 25 19:48:01,Jio - Chennai,77.49,57.12,4.21,1.07,
Fri Jun 25 19:50:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.77,19.94,2.36,1.30,
Fri Jun 25 19:52:01,TataSky Broadband Private Limited - Chennai,92.78,99.78,4.22,1.50,0.0
Fri Jun 25 19:54:01,Sri Vari Network Private Limited - Chennai,70.02,7.73,5.86,1.27,
Fri Jun 25 19:56:01,Airgenie - Chennai,63.84,141.76,1.52,1.01,
Fri Jun 25 19:58:01,Airgenie - Chennai,63.83,4.18,4.81,1.19,
Fri Jun 25 20:00:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,55.13,11.03,8.30,1.29,
Fri Jun 25 20:02:01,TataSky Broadband Private Limited - Chennai,41.74,25.43,5.17,1.07,0.0
Fri Jun 25 20:04:01,Shyam Spectra - Chennai,43.39,26.03,4.73,1.26,0.0
Fri Jun 25 20:06:01,Sri Vari Network Private Limited - Chennai,42.84,56.25,5.80,1.21,
Fri Jun 25 20:08:01,Sri Vari Network Private Limited - Chennai,40.40,21.17,5.96,1.15,
Fri Jun 25 20:10:01,ACT Fibernet - Chennai,58.62,11.68,6.05,1.43,0.0
Fri Jun 25 20:12:01,Airtel Broadband - Chennai,41.65,19.34,8.92,,
Fri Jun 25 20:14:01,Airgenie - Chennai,50.74,15.41,5.21,1.56,
Fri Jun 25 20:16:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,38.42,22.17,8.98,1.34,
Fri Jun 25 20:18:01,Airconnect Fibernet - Chennai,71.87,8.56,2.93,1.39,0.4
Fri Jun 25 20:20:01,Vi India - Chennai,101.25,89.42,9.72,1.65,0.0
Fri Jun 25 20:22:01,ACT Fibernet - Chennai,79.32,1.17,11.25,1.45,0.0
Fri Jun 25 20:24:01,Airconnect Fibernet - Chennai,45.22,11.85,10.14,1.55,0.0
Fri Jun 25 20:26:01,Jio - Chennai,64.54,41.44,7.38,1.41,
Fri Jun 25 20:28:01,Airtel Broadband - Chennai,40.80,22.89,3.29,0.64,
Fri Jun 25 20:30:01,Jio - Chennai,79.44,8.24,9.99,0.78,
Fri Jun 25 20:32:01,Jio - Chennai,75.52,83.76,2.59,1.38,
Fri Jun 25 20:34:01,Airgenie - Chennai,42.69,12.26,5.15,1.57,
Fri Jun 25 20:36:01,Shyam Spectra - Chennai,41.97,27.96,5.85,1.99,0.0
Fri Jun 25 20:38:01,Shyam Spectra - Chennai,41.40,20.58,9.91,1.71,0.6
Fri Jun 25 20:40:01,ACT Fibernet - Chennai,40.70,22.07,5.78,2.43,0.0
Fri Jun 25 20:42:01,Airtel Broadband - Chennai,41.85,19.84,5.53,2.41,
Fri Jun 25 20:44:01,Shyam Spectra - Chennai,51.88,12.91,9.77,2.15,0.0
Fri Jun 25 20:46:01,Sri Vari Network Private Limited - Chennai,41.10,18.45,7.66,1.33,
Fri Jun 25 20:48:01,Airgenie - Chennai,38.53,29.43,2.69,2.57,
Fri Jun 25 20:50:01,Airtel Broadband - Chennai,56.39,11.81,5.56,2.28,
Fri Jun 25 20:52:01,Airtel Broadband - Chennai,41.57,19.69,8.18,2.30,
Fri Jun 25 20:54:01,Shyam Spectra - Chennai,41.00,20.21,10.29,2.46,0.0
Fri Jun 25 20:56:01,Sri Vari Network Private Limited - Chennai,42.68,26.07,9.22,2.58,
Fri Jun 25 20:58:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.54,10.74,9.69,2.35,
Fri Jun 25 21:00:01,Airtel Broadband - Chennai,57.52,9.78,9.18,2.06,
Fri Jun 25 21:02:01,Jio - Chennai,79.01,2.10,7.46,2.42,
Fri Jun 25 21:04:14,Airconnect Fibernet - Chennai,62.91,13.40,4.91,1.85,13.0
Fri Jun 25 21:06:01,ACT Fibernet - Chennai,42.47,21.49,7.22,2.35,0.0
Fri Jun 25 21:08:01,Airconnect Fibernet - Chennai,38.69,32.12,6.19,,
Fri Jun 25 21:10:01,Airconnect Fibernet - Chennai,41.91,18.67,4.30,2.00,0.0
Fri Jun 25 21:12:01,Airgenie - Chennai,43.65,42.65,2.72,1.94,
Fri Jun 25 21:14:01,TataSky Broadband Private Limited - Chennai,65.00,68.73,10.30,1.92,0.0
Fri Jun 25 21:16:01,Sri Vari Network Private Limited - Chennai,72.36,3.75,7.73,1.90,
Fri Jun 25 21:18:01,Sri Vari Network Private Limited - Chennai,39.80,23.14,7.82,1.99,
Fri Jun 25 21:20:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,78.42,1.47,4.45,1.88,
Fri Jun 25 21:22:01,TataSky Broadband Private Limited - Chennai,43.05,19.19,8.60,1.92,0.0
Fri Jun 25 21:24:01,Airtel Broadband - Chennai,78.48,2.05,1.65,1.80,
Fri Jun 25 21:26:01,Shyam Spectra - Chennai,42.21,23.55,4.86,1.60,0.0
Fri Jun 25 21:28:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,43.28,19.83,3.39,1.78,
Fri Jun 25 21:30:01,Sri Vari Network Private Limited - Chennai,73.05,6.46,8.17,1.73,
Fri Jun 25 21:32:01,Airconnect Fibernet - Chennai,43.05,19.10,5.96,1.68,0.0
Fri Jun 25 21:34:01,Airgenie - Chennai,62.29,13.62,4.53,1.86,
Fri Jun 25 21:36:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.93,10.39,3.91,1.92,
Fri Jun 25 21:38:01,ACT Fibernet - Chennai,56.13,7.84,3.69,1.90,9.4
Fri Jun 25 21:40:01,ACT Fibernet - Chennai,40.14,25.47,7.33,1.79,0.0
Fri Jun 25 21:42:01,Sri Vari Network Private Limited - Chennai,40.51,20.17,6.77,1.50,
Fri Jun 25 21:44:01,ACT Fibernet - Chennai,75.84,1.93,6.95,1.69,0.0
Fri Jun 25 21:46:01,Airgenie - Chennai,77.92,24.92,4.19,1.73,
Fri Jun 25 21:48:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,63.99,5.33,1.12,1.62,
Fri Jun 25 21:50:01,TataSky Broadband Private Limited - Chennai,49.04,14.75,5.13,2.23,0.0
Fri Jun 25 21:52:01,TataSky Broadband Private Limited - Chennai,50.69,15.06,5.02,2.01,0.0
Fri Jun 25 21:54:01,Airconnect Fibernet - Chennai,76.98,1.56,5.21,2.03,5.4
Fri Jun 25 21:56:01,Shyam Spectra - Chennai,117.00,3.04,5.31,1.84,0.0
Fri Jun 25 21:58:01,ACT Fibernet - Chennai,41.98,19.38,4.27,1.81,0.0
Fri Jun 25 22:00:01,TataSky Broadband Private Limited - Chennai,78.52,4.49,2.11,1.35,0.0
Fri Jun 25 22:02:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,42.95,17.52,1.30,1.40,
Fri Jun 25 22:04:01,Sri Vari Network Private Limited - Chennai,79.95,30.03,6.96,1.37,
Fri Jun 25 22:06:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.06,28.11,2.43,0.95,
Fri Jun 25 22:08:01,Airgenie - Chennai,49.84,8.17,4.90,1.26,
Fri Jun 25 22:10:01,Airtel Broadband - Chennai,74.36,4.53,1.50,0.91,
Fri Jun 25 22:12:01,Sri Vari Network Private Limited - Chennai,77.27,21.49,7.26,1.28,
Fri Jun 25 22:14:01,Airtel Broadband - Chennai,72.74,8.03,7.45,1.35,
Fri Jun 25 22:16:01,Jio - Chennai,76.90,1.17,2.23,0.40,
Fri Jun 25 22:18:01,Sri Vari Network Private Limited - Chennai,78.33,1.50,1.29,0.37,
Fri Jun 25 22:20:01,Airconnect Fibernet - Chennai,77.35,12.18,0.95,0.48,0.3
Fri Jun 25 22:22:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,70.61,22.84,1.10,0.37,
Fri Jun 25 22:24:01,Airgenie - Chennai,51.63,14.01,0.96,0.58,
Fri Jun 25 22:26:01,TataSky Broadband Private Limited - Chennai,76.77,3.93,1.19,0.69,0.0
Fri Jun 25 22:28:01,Airtel Broadband - Chennai,77.51,1.78,1.34,0.69,
Fri Jun 25 22:30:01,Airconnect Fibernet - Chennai,41.19,22.21,1.37,2.16,0.0
Fri Jun 25 22:32:01,Sri Vari Network Private Limited - Chennai,44.57,14.77,3.84,1.93,
Fri Jun 25 22:34:01,Sri Vari Network Private Limited - Chennai,60.03,8.04,3.48,2.39,
Fri Jun 25 22:36:01,Jio - Chennai,43.83,21.21,1.02,2.30,
Fri Jun 25 22:38:01,ACT Fibernet - Chennai,42.35,19.07,1.61,1.80,0.0
Fri Jun 25 22:40:01,Jio - Chennai,76.20,12.35,4.04,0.42,
Fri Jun 25 22:42:01,Shyam Spectra - Chennai,74.96,14.34,3.91,1.23,0.0
Fri Jun 25 22:44:01,ACT Fibernet - Chennai,79.85,30.45,1.63,0.72,0.0
Fri Jun 25 22:46:01,Sri Vari Network Private Limited - Chennai,52.42,19.55,3.16,0.58,
Fri Jun 25 22:48:01,ACT Fibernet - Chennai,79.64,0.34,7.15,1.88,0.0
Fri Jun 25 22:50:02,Airtel Broadband - Chennai,42.60,25.43,9.76,1.40,
Fri Jun 25 22:52:01,Airtel Broadband - Chennai,42.94,16.52,4.75,1.69,
Fri Jun 25 22:54:01,ACT Fibernet - Chennai,42.71,15.56,5.28,1.72,0.0
Fri Jun 25 22:56:01,Jio - Chennai,42.40,28.31,5.60,1.72,
Fri Jun 25 22:58:01,Shyam Spectra - Chennai,42.17,27.19,4.30,2.60,0.0
Fri Jun 25 23:00:01,Airgenie - Chennai,55.77,8.48,1.20,2.45,
Fri Jun 25 23:02:01,TataSky Broadband Private Limited - Chennai,41.27,14.06,2.19,3.00,0.0
Fri Jun 25 23:04:01,TataSky Broadband Private Limited - Chennai,42.04,22.10,1.10,2.25,0.0
Fri Jun 25 23:06:01,Airconnect Fibernet - Chennai,41.96,18.92,1.51,2.48,0.7
Fri Jun 25 23:08:01,ACT Fibernet - Chennai,41.81,20.77,1.31,2.81,0.0
Fri Jun 25 23:10:01,Sri Vari Network Private Limited - Chennai,41.08,28.71,1.78,2.81,
Fri Jun 25 23:12:01,Airconnect Fibernet - Chennai,41.87,24.65,3.52,2.46,0.0
Fri Jun 25 23:14:01,ACT Fibernet - Chennai,55.95,15.95,4.38,2.32,0.0
Fri Jun 25 23:16:01,Airgenie - Chennai,72.43,8.81,1.39,2.14,
Fri Jun 25 23:18:01,Vi India - Chennai,78.44,19.67,2.48,2.43,0.0
Fri Jun 25 23:20:01,Airtel Broadband - Chennai,36.87,18.32,3.08,2.74,
Fri Jun 25 23:22:01,Airconnect Fibernet - Chennai,83.70,80.61,2.85,3.32,0.0
Fri Jun 25 23:24:01,Airtel Broadband - Chennai,40.60,22.43,3.96,2.63,
Fri Jun 25 23:26:01,Airtel Broadband - Chennai,54.72,7.98,1.80,3.22,
Fri Jun 25 23:28:01,Airtel Broadband - Chennai,41.81,22.68,1.07,3.24,
Fri Jun 25 23:30:01,Shyam Spectra - Chennai,42.32,28.46,1.00,2.51,0.0
Fri Jun 25 23:32:01,Shyam Spectra - Chennai,43.59,16.77,3.56,3.36,0.0
Fri Jun 25 23:34:01,Airconnect Fibernet - Chennai,41.70,19.39,0.96,2.76,0.0
Fri Jun 25 23:36:01,Airtel Broadband - Chennai,40.36,31.17,4.88,3.24,
Fri Jun 25 23:38:01,TataSky Broadband Private Limited - Chennai,41.67,21.85,3.92,3.82,0.0
Fri Jun 25 23:40:01,Shyam Spectra - Chennai,43.31,21.74,3.80,3.75,0.3
Fri Jun 25 23:42:01,Jio - Chennai,38.45,21.68,5.99,3.66,
Fri Jun 25 23:44:01,Airgenie - Chennai,40.65,27.83,2.64,3.95,
Fri Jun 25 23:46:01,Shyam Spectra - Chennai,43.81,28.66,3.21,3.19,0.0
Fri Jun 25 23:48:01,Sri Vari Network Private Limited - Chennai,57.31,10.59,8.56,3.68,
Fri Jun 25 23:50:01,Airtel Broadband - Chennai,38.68,10.06,2.89,3.72,
Fri Jun 25 23:52:01,Airgenie - Chennai,55.82,10.44,2.99,3.36,
Fri Jun 25 23:54:01,Sri Vari Network Private Limited - Chennai,41.37,25.92,2.35,3.42,
Fri Jun 25 23:56:01,Jio - Chennai,40.95,27.55,2.66,3.29,
Fri Jun 25 23:58:01,Sri Vari Network Private Limited - Chennai,39.52,20.80,3.33,3.30,
Sat Jun 26 00:00:01,Shyam Spectra - Chennai,51.29,14.26,5.89,3.18,0.0
Sat Jun 26 00:02:01,TataSky Broadband Private Limited - Chennai,40.87,35.89,7.44,3.49,0.0
Sat Jun 26 00:04:01,Airconnect Fibernet - Chennai,40.67,21.39,5.40,2.98,0.0
Sat Jun 26 00:06:01,Shyam Spectra - Chennai,40.24,28.08,7.96,2.98,0.0
Sat Jun 26 00:08:01,Airconnect Fibernet - Chennai,40.97,20.03,6.63,3.76,0.3
Sat Jun 26 00:10:01,Airconnect Fibernet - Chennai,38.40,30.15,6.12,3.85,1.7
Sat Jun 26 00:12:01,Airtel Broadband - Chennai,40.28,16.24,5.52,3.75,
Sat Jun 26 00:14:01,TataSky Broadband Private Limited - Chennai,42.23,27.76,5.51,3.50,0.0
Sat Jun 26 00:16:01,Airtel Broadband - Chennai,40.94,21.11,4.83,4.12,
Sat Jun 26 00:18:01,Airtel Broadband - Chennai,39.92,30.26,8.17,3.52,
Sat Jun 26 00:20:01,Sri Vari Network Private Limited - Chennai,55.89,8.05,5.68,3.54,
Sat Jun 26 00:22:01,Sri Vari Network Private Limited - Chennai,39.26,29.87,3.95,3.28,
Sat Jun 26 00:24:01,Jio - Chennai,42.60,10.09,9.35,3.99,
Sat Jun 26 00:26:01,Airtel Broadband - Chennai,39.83,29.83,8.92,3.71,
Sat Jun 26 00:28:01,Airconnect Fibernet - Chennai,39.89,10.93,6.67,4.14,0.3
Sat Jun 26 00:30:01,Shyam Spectra - Chennai,38.05,11.80,5.58,4.95,0.0
Sat Jun 26 00:32:01,Airconnect Fibernet - Chennai,39.51,28.90,9.28,5.19,0.0
Sat Jun 26 00:34:01,Airtel Broadband - Chennai,40.15,30.74,11.08,4.64,
Sat Jun 26 00:36:01,TataSky Broadband Private Limited - Chennai,76.59,2.26,3.56,4.68,0.0
Sat Jun 26 00:38:01,Airconnect Fibernet - Chennai,42.50,18.00,7.62,4.14,0.0
Sat Jun 26 00:40:01,Airtel Broadband - Chennai,40.17,24.59,9.23,4.82,
Sat Jun 26 00:42:01,Airconnect Fibernet - Chennai,38.32,19.23,12.07,4.81,0.0
Sat Jun 26 00:44:01,Airconnect Fibernet - Chennai,40.25,24.97,12.64,,
Sat Jun 26 00:46:01,Airgenie - Chennai,40.98,25.34,6.87,4.40,
Sat Jun 26 00:48:01,Airgenie - Chennai,40.13,29.22,8.32,4.48,
Sat Jun 26 00:50:01,Shyam Spectra - Chennai,41.53,22.94,4.71,4.63,0.0
Sat Jun 26 00:52:01,ACT Fibernet - Chennai,39.81,21.78,9.39,4.90,0.0
Sat Jun 26 00:54:01,Jio - Chennai,43.78,29.33,14.36,6.01,
Sat Jun 26 00:56:01,Shyam Spectra - Chennai,40.69,22.66,13.74,5.38,0.0
Sat Jun 26 00:58:01,Airtel Broadband - Chennai,39.87,13.83,12.06,5.16,
Sat Jun 26 01:00:01,ACT Fibernet - Chennai,40.79,27.89,16.62,5.54,0.0
Sat Jun 26 01:02:01,Shyam Spectra - Chennai,44.01,15.34,17.38,5.04,0.8
Sat Jun 26 01:04:01,Airgenie - Chennai,41.30,27.65,7.51,4.96,
Sat Jun 26 01:06:01,TataSky Broadband Private Limited - Chennai,42.33,30.09,17.99,4.95,0.0
Sat Jun 26 01:08:01,Airtel Broadband - Chennai,40.67,29.47,18.80,5.39,
Sat Jun 26 01:10:01,Airtel Broadband - Chennai,41.99,29.03,19.10,5.55,
Sat Jun 26 01:12:01,Airtel Broadband - Chennai,43.39,18.89,17.18,4.66,
Sat Jun 26 01:14:01,ACT Fibernet - Chennai,38.90,104.14,8.78,3.98,0.0
Sat Jun 26 01:16:01,Airtel Broadband - Chennai,38.89,7.61,15.25,4.36,
Sat Jun 26 01:18:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,41.75,26.70,10.86,5.19,
Sat Jun 26 01:20:01,Airtel Broadband - Chennai,40.49,20.71,7.11,4.86,
Sat Jun 26 01:22:01,Airgenie - Chennai,39.74,23.55,8.42,4.53,
Sat Jun 26 01:24:01,ACT Fibernet - Chennai,41.30,29.45,12.88,4.37,0.0
Sat Jun 26 01:26:01,Jio - Chennai,40.63,28.37,11.10,4.50,
Sat Jun 26 01:28:01,Jio - Chennai,44.17,19.48,11.17,4.36,
Sat Jun 26 01:30:01,Airgenie - Chennai,40.69,28.22,8.84,4.81,
Sat Jun 26 01:32:01,Sri Vari Network Private Limited - Chennai,39.29,31.03,11.42,4.69,
Sat Jun 26 01:34:01,Shyam Spectra - Chennai,39.69,33.13,11.88,4.44,0.0
Sat Jun 26 01:36:01,Airconnect Fibernet - Chennai,40.31,39.13,11.14,5.24,0.0
Sat Jun 26 01:38:01,Sri Vari Network Private Limited - Chennai,41.02,35.45,19.50,5.55,
Sat Jun 26 01:40:01,Jio - Chennai,42.57,18.14,18.48,5.24,
Sat Jun 26 01:42:01,Airconnect Fibernet - Chennai,39.54,29.74,10.12,5.19,0.0
Sat Jun 26 01:44:01,Airtel Broadband - Chennai,39.97,31.46,8.51,4.94,
Sat Jun 26 01:46:01,Jio - Chennai,41.47,27.94,10.67,5.29,
Sat Jun 26 01:48:01,Airgenie - Chennai,40.41,29.48,8.70,4.91,
Sat Jun 26 01:50:01,TataSky Broadband Private Limited - Chennai,39.63,16.31,11.66,5.01,0.0
Sat Jun 26 01:52:01,Shyam Spectra - Chennai,41.42,29.87,14.56,4.83,0.0
Sat Jun 26 01:54:01,TataSky Broadband Private Limited - Chennai,40.81,29.03,15.02,5.03,0.0
Sat Jun 26 01:56:01,Sri Vari Network Private Limited - Chennai,41.81,16.67,14.23,5.03,
Sat Jun 26 01:58:01,Airgenie - Chennai,40.03,38.02,7.83,4.78,
Sat Jun 26 02:00:01,Sri Vari Network Private Limited - Chennai,41.53,28.58,15.14,5.27,
Sat Jun 26 02:02:01,Airgenie - Chennai,40.33,25.05,6.29,5.27,
Sat Jun 26 02:04:01,Airtel Broadband - Chennai,37.72,24.58,13.33,5.20,
Sat Jun 26 02:06:01,Jio - Chennai,42.09,14.60,14.60,4.96,
Sat Jun 26 02:08:01,Airconnect Fibernet - Chennai,39.52,12.70,7.80,4.98,0.0
Sat Jun 26 02:10:01,Jio - Chennai,44.01,20.29,13.88,5.57,
Sat Jun 26 02:12:01,Airconnect Fibernet - Chennai,40.95,28.79,15.67,5.34,0.7
Sat Jun 26 02:14:01,Jio - Chennai,39.00,29.80,14.19,5.50,
Sat Jun 26 02:16:01,Airgenie - Chennai,39.01,33.85,7.52,5.60,
Sat Jun 26 02:18:01,ACT Fibernet - Chennai,44.95,21.31,17.18,5.17,0.7
Sat Jun 26 02:20:01,Airtel Broadband - Chennai,47.66,15.60,19.56,5.45,
Sat Jun 26 02:22:01,Airconnect Fibernet - Chennai,38.42,17.10,17.90,5.62,0.0
Sat Jun 26 02:24:01,Airgenie - Chennai,39.63,42.50,5.52,5.40,
Sat Jun 26 02:26:01,Airconnect Fibernet - Chennai,41.06,15.99,18.41,5.32,0.0
Sat Jun 26 02:28:01,Airgenie - Chennai,41.70,19.02,5.32,5.29,
Sat Jun 26 02:30:01,Airtel Broadband - Chennai,38.66,29.83,16.16,5.36,
Sat Jun 26 02:32:01,Cherrinet - K Net Solutions Pvt Ltd - Chennai,40.17,20.02,18.36,5.28,
Sat Jun 26 02:34:01,Airgenie - Chennai,40.19,28.56,5.96,5.73,
